,Sentence,Label
298,"Ne kadar da güzelmiþ, hoþmuþ, iyiymiþ bu dizi ","mutlu"
299,Seni kaybetmekten o kadar korktum ki kaybettim,"korku"
300,Buse makarna yapacak bu havada ben bile zor kaynýyorum su nasýl kaynasýn amk dedi ben þok,"surpriz"
301,taksiciden biraz ürktüm sümkürüp kendinden tiksindir diyen fav,"korku"
302,Bugün çok harika hissediyorum sadece bazen yarýn pazartesi diye hatýrlayýnca biraz hüzünleniyorum ama geçiyor hemen :)),"mutlu"
303,Kaçýn burdan baþýmýza taþ yaðacak ben irkildim,"korku"
304,Bu saatte sela okunmasý ürkütücü,"korku"
305,Telefonuma birini isim soyisimle kaydetmem için sevmiyor veya nefret ediyor olmam lazým,"kizgin"
306,En çok da bilim ile ilgili konuþulurken iþin içine din sokmalarýna sinir oluyorum,"kizgin"
307,Çok mutluyum çünki 6 aydýr Hatay beni görmemiþti,"mutlu"
308,Annecim inanamýyorum sana nasýl bu kadar sorumsuz bir çocuk yetiþtirebildin ,"surpriz"
309,Kedilerin Diðer Hayvanlardan Daha Korkutucu Olduðu Anlar ,"korku"
310,Hem uyuyamýyorum uyuyunca da kabus görüyorum. Korku filmi sahnesi gibi ,"korku"
311,Bak o daha güzel fantezi çok da eðlenceli olur ??,"mutlu"
312,Hakikaten insanlar korkudan mý yoksa cidden umursamadýðýndan mi bu halde. Çok korkunç durum,"korku"
313,whatsap konusmalarindan ss aldýðýnda bildirim filan gittiðini düþünsene.. ben bir irkildim.,"korku"
314,Örümcek fobim var an itibariyle,"korku"
315,Pazartesi ve 50 küsür hasta... þimdiden söyleyim çýldýracaðým haberiniz olsun,"kizgin"
316,"Seriyi Amazon'un üstlenmesinden daha endiþe verici bir þey varsa, o da seriyi PJ'den baþkasýnýn eline býrakmak.","korku"
317,Az önce 60tl harcadým þimdi atmde sýra bekliyorum korkuyorum,"korku"
318,Ýnsan gerçekten hayret ediyor. Bir insan her detayýyla nasýl bu kadar mükemmel olabilir ,"surpriz"
319,Gençler aþýk deðilim sadece aþk açýlý twitler atmayý seviyorum,"mutlu"
320,Þu an yarýna herhangi bir alarm kurmadýðým için çok mutluyum,"mutlu"
321,"Gökselle ortak noktamýz varmýþ, ikimizde gök gürültüsü korkuyoruz...","korku"
322,Yanaklarýmý sýkan insanlara sinir oluyorum,"kizgin"
323,Sabaha babama sürpriz hazýrladým maaþ kartýný blokladým Allah affetsin istemeden oldu,"surpriz"
324,Ben birini kaybetmekten korkuyorum siz nasýl korkmuyorsunuz,"korku"
325,Risk almaktan hiç korkmadým ama sevdiklerimi üzerim diye ödüm koptu hep... ,"korku"
326,Germeyin oðlum beni sinirliyim agresifim bak,"kizgin"
327,Böyle bir kabus olamaz highlighter im düþüp kýrýlýyordu paramparçaydý ne korktum ya,"korku"
328,Ralli þampiyonasýnda facia! FIA helikopteri düþtü: Ölü ve yaralýlar var... ,"korku"
329,Sayenizde öðrendik; zehirli olmasa da görüntüsü ürkütücü... ,"korku"
330,"Eðer yanýtlarým seni korkutuyorsa, korkutucu sorular sormaktan vazgeçmelisin.","korku"
331,Yalnýz ben bu tatil çok eðlendim tuhaf bir þekilde baya keyif falan alýyorum ,"mutlu"
332,Nasýl anlamazsýnýz hayret ettim!,"surpriz"
333,hamsi yedim güzel yapýlmýþtý beðendim keyifli hissediyorum,"mutlu"
334,Final'i okuyunca bi irkildim 2 hafta kaldý,"korku"
335,Ya artýk birisi beni anlasýn ya birisi ya yeter artýk çýldýracaðým,"kizgin"
336,ben artýk iyi þeyler olsun diye çaba sarf etmekten sýkýldým,"uzgun"
337,Konserden sonra hepinize küfür edeceðim nefret yorumlarý yapanlar. Ama þuan Jong dinlemem lazým.,"kizgin"
338,gerçekten ürkütücü bir aile ama onlardan da olsam fena olmazdý diye düþünmüyor deðilim,"korku"
339,Arkadaþlar moralim bozuk ben sigara kullanmýyorum biri benim yerime yakabilir mi?,"uzgun"
340,Yanýmda oturan kadýn kendi kendine konuþuyor yemin ederim kafayý yiyeceðim,"kizgin"
341,"Kendime onlara adayacaðým içinde kaybolacaðým kitaplar aldým, çok mutluyum","mutlu"
342,Çamura saplanan mandanýn korkunç ölümü,"korku"
343,Spagetti hariç diðer makarna þekillerine karþý fobim var.,"korku"
344,Sen git o kadar hayalet avla sonra bir palyaçodan kork oluyor mu lan,"korku"
345,Otobüs tekerleði fobim var bugün fark ettim çok ilginç deðil mi,"korku"
346,Sinirliyken çok yaratýcý küfürler edebiliyorum müthiþ bir olay.,"kizgin"
347,Yürek yorgun düþtüðünde ter gözden akar ,"uzgun"
348,Kötü giden herþeyden yoruldum artýk ,"uzgun"
349,Yüzüme karþý söyleyemeyip buradan laf gönderenlere sinir oluyorum kolaysa yüzüme söyle ,"kizgin"
350,Ýstediðim ekleri bulamýyorum ya delireceðim,"kizgin"
351,"Þaþýrdým kaldým iþte, bilmem ki ne'msin...","surpriz"
352,Bu hafta harika hissediyorum.. Muhteþem bir futbol þöleni vardý dün.,"mutlu"
353,Hayatýmdan çýkardýklarýma deðil tercih yapmadýðým için piþmaným,"uzgun"
354,Oðuzhan aðýr küfür edeceðim çok az kaldý,"kizgin"
355,Annem ilk defa benim gösterdiðim bir çocuðu beðendi hala inanamýyorum tarihe not düþücem ,"surpriz"
356,o kadar rahatladým ki anlatamam vizeler bitti tatil moduna aldým kendimi harika hissediyorum kimse moralimi bozamaz,"mutlu"
357,Allah'ým öyle korktum ki.. kalbim sýkýþýyor.. Kendine çok dikkat et ,"korku"
358,"sen o dönemi nasýl atlattýn diyor, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç","surpriz"
359,Saçma sapan aða dizileri mafya dizileri uyduruk polisiyeleri alýn da turþusunu kurun Dizimizi harcadýnýz,"kizgin"
360,Hayal kurmazsan hayal kýrýklýðý da olmaz. Üzülmezsin iþte. ,"uzgun"
361,ben mutsuz olmak için mi doðdum acaba ,"uzgun"
362,Çok enteresan bir þey oldu. Kývanç Tatlýtuð'u özledim.,"uzgun"
363,Kedi yavrulamýþ ödüm koptu amk ama çok tatlýlar,"korku"
364,Tükenmiþlik sendromu yaþýyorum gerçekten tükendim,"uzgun"
365,Gözlerime inanamadým yanlýþ mý gördüm diye açýp açýp iyice baktým yok böyle birþey ???? ,"surpriz"
366,Mal mýsýn diye baðýrasým var,"kizgin"
367,Ýki gündür ilaçlarý almýyorum harika hissediyorum,"mutlu"
368,Bütün evlatlarým güncelleme yapýyor bugün nasýl bir kral þaþtým kaldým vallahi ,"surpriz"
369,Biraz oradan biraz buradan iþte ama eðlenceli :) Ayrýca allah aþkýna bu memlekette ne eðlenceli var da göstersinler ,"mutlu"
370,herkes ilk notlarýný gruba 10-20 diye yazmýþ bakmaya korkuyorum,"korku"
371,Seni seviyorum ama bunu asla yüz yüze konuþamayacaðýz,"mutlu"
372,Sinirlenince gözlerimin dolmasýndan nefret ediyorum,"kizgin"
373,O kadar mutsuzum ki yataðýma yatýp þarký dinleyerek uykuya dalmak istiyorum ve sonsuza kadar o yataktan çýkmamakta tek hayalim,"uzgun"
374,Hayatýmýn en güzel yýllarýnýn bu yýllar olmasýndan korkuyorum ,"korku"
375,Polonya'da doðalgaz boru hattýnda patlama,"korku"
376,Benim bile ödüm koptu o nasýl bir çýðlýk manyak kadýn,"korku"
377,Hayret ettim kalbime bu kadar þeyi nasýl sineye çekti acaba,"surpriz"
378,O kadar moralim bozuk ki zorla bile gülemiyorum,"uzgun"
379,Kendi evimden baþka yere sýçamýyorum fobim var,"korku"
380,Ümitsizlik zor be hafýz çok mutsuzum ,"uzgun"
381,Çýkýp baðýra baðýra küfür edeceðim þimdi tutamýyorum artýk kendimi,"kizgin"
382,Karabasan kabusu bunlar ,"korku"
383,Benim düþme fobim var düþemiyorum sorun sizde degil bende ... ,"korku"
384,Küçükken geceleri tüm mahalle toplanýp saklambaç oynamayý özledim ben,"uzgun"
385,Feghouli konusunda endiþeliyim,"korku"
386,iki kez sorlan sorulardan ve karþýma ikinci kez çýkan insanlardan nefret ediyorum,"kizgin"
387,"Her yaptýðým, her söylediðim, her bi'þeyim olay oluyor; býktým, bezdim, tükendim artýk ya.","uzgun"
388,bir yandan uzunu izlediðim için agresif hissediyorum kendimi. birazdan umarsýzca koþmaya çýkacaðým sinirimi atmak için.,"kizgin"
389,"geçmiþe dönüp bakmak dahi istemiyorum çünkü sen varsýn, gülüyorsun ve yine yeni yeniden severim diye korkuyorum","korku"
390,düþünüp irkildim çok kötü olacaz çok. büyük kepaze edecez kendimizi :(,"korku"
391,Yok ya ben salak deðilim bunlar düpedüz gerizekalý neyse bir þey demiyorum,"kizgin"
392,"Çok yoruldum artýk, Her þeyden uzaklaþmak istiyorum.","uzgun"
393,Durup dururken moralim bozuk arkadaþ çok uzgunüm þu an ya sebebi neydi ki,"uzgun"
394,Beni ilgilendirmiyor ama eðlendim :D baþlamadan bitti karþýlama haha,"mutlu"
395,Bizim türkler televizyon da söylenen her þeyi gerçek sanýyo 'dün televizyonda söyledi ' diyor þaþkýnlýk verici bir halk..,"surpriz"
396,Toplumun her kesiminden insana öfkeliyim,"kizgin"
397,Yanlýþlýkla son ses video açtým ödüm koptu ya,"korku"
398,Kandýrýlan biri bunca cahili nasýl peþinden getiriyor þaþkýnlýk verici yetenekli kabul,"surpriz"
399,Bu gece de bitti bir miktar aðlama hisli þarký dinleyip gözyaþlarýmla uykuya dalacaðým... ..,"uzgun"
400,Rüya gördüm rüyada denmez kabus gibi birþeydi,"korku"
401,Kabus deðil korku filmi gördüm resmen,"korku"
402,Yukarý kattakiler ne bok yiyor acaba ödüm koptu ya sesten ,"korku"
403,Agresif oldum. Olur olmadýk herþeye sinirlenir oldum,"kizgin"
404,Sizce de küçük köpekler çok korkunç deðil mi ya,"korku"
405,Annem bana çay getirdi þu an þoktayým içsem mi içmesem mi bilemedim,"surpriz"
406,Küçükken yaptýðýmýz yerli malý haftasýný özledim,"uzgun"
407,Sabah masamdaki sürprizin tatlýlýðý ??,"surpriz"
408,batuhanla spor yapýcaz korkuyorum tayt giydi,"korku"
409,"Yara bandý gibiyim. Baþlarda sapasaðlamken zamanla aþýnýp, yýprandým.","uzgun"
410,Þaþýrdým bu nasýl oluyor 312kisi profile mi bakmýþ þimdi,"surpriz"
411,Sýradan çinko karbon piller gibi tükendim resmen.,"uzgun"
412,Ben sana deðil rakipleri yenemediði için sinirlendim nolur yanlýþ anlama,"kizgin"
413,Çocuk iki saattir hayvan gibi bakýyor sonra sevgilisi geldi sarýldý ben þok,"surpriz"
414,Instagram hesabý olup hiç fotosu olmayan hesaplar çok korkutucu deðil mi yav.Takip isteði atýyorlar kabul etmiyorum,"korku"
415,Zafer bayramýmýz kutlu olsun ,"mutlu"
416,neyse bu akþam ankaraya gidiyorum fazlasýyla mutluyum,"mutlu"
417,Sen gerizekalýnýn tekisin anlatsam da anlayamazsýn ,"kizgin"
418,Bak küfür edeceðim az kaldý mal beyinliler,"kizgin"
419,Kafam karýþýk uykusuz aç ve agresifim bu anlamsýz karmaþa içinde bir hiçim .,"kizgin"
420,Gözlerime inanamadým. Hasan Ali ön libero,"surpriz"
421,Kankam nöbete gitti bir miktar hüzünlüyüm ama yarýn görürüm,"uzgun"
422,Acýkýnca sinirleniyorum bana hemen yemek getirin.,"kizgin"
423,Keþke tez yazmak da çiçek yetiþtirmek gibi olsaydý. Ay yine dertlendim,"uzgun"
424,Þu an o kadar mutluyum ki tarif edemem iyi ki Trabzonsporluyum,"mutlu"
425,Az önce kendi kendime spoiler verdim ama mutluyum ,"mutlu"
426,Bu kadar insanýn takibi sonucu twettlerin beðenilmemesi þaþkýnlýk verici... hepinizi takip etmeyi býrakýyorum Egomanya manyaklarý,"surpriz"
427,Herkese iyi geceler tatlý rüyalar fazla uyanýk kalmayýn sabaha uyanamazsýnýz,"mutlu"
428,2 ay sonra yeniden evimdeyim. Sürpriz geldim bizimkiler nasýl þok oldu.,"surpriz"
429,Ödemesini yapmayan müþterileri arayýp WHERE IS MY MONEY diye baðýrmak istiyorum ,"kizgin"
430,Hava soðuk ve senin yüzünden sarýlamýyoruz sana bu yüzden biraz kýrgýným,"uzgun"
431,Her þeyden býktým ve her þeyin her þeyliðinden de býktým.,"uzgun"
432,Leyla ile mecnun kliþeler. Çok eðlendim,"mutlu"
433,Morfin etkisi yaratan gülüþünden öpüyorum sevdiðim,"mutlu"
434,Varlýðýna çok alýþtýðým bir yaranýn iyileþmesine kizginým,"kizgin"
435,"Yazarýmýz çok komik, çok seviyoruz onu.:) Çiçek versek?","mutlu"
436,Yarýn eski okuluma gideceðim için baya hüzünlüyüm,"uzgun"
437,Belge unutulsun diye patlama olabilir / Afrin'e girilebilir.,"korku"
438,Oha evde pijamalarla çalýþýyodum misafirler geldi pastayla doðum günü sürprizi yapmýþlar þoka uðradým gidiyorum 12de iki tane pasta kescem,"surpriz"
439,Senden bu kadar çabuk vazgeçmek inan bana da sürpriz oldu,"surpriz"
440,Erdeðin insanlarý yine çok komik,"mutlu"
441,Haluk Levent’in yaptýklarýný görünce asýl yapmasý gereken ama yapmayan kurumlara daha bir sövüyorum,"kizgin"
442,Þimdi size soruyorum mal mýsýnýz amk,"kizgin"
443,"Dudaðýmýn iki farklý kýsmýnda uçuk çýkmaya baþlýyor, gördüðüm rüyalar o derece korkunçtu","korku"
444,Sistemli bir þekilde attýðýmýz goller ofsayt diye verilmiyor Her hafta %100 penaltýmýz verilmiyor Yeter artýk defol git ,"kizgin"
445,Yalnýzlýk bazen çok huzurlu bazen de çok ürkütücü..,"korku"
446,20'lik diþim çýkýyor aðlamak üzereyim sürünüyorum,"uzgun"
447,Derdimi kendime anlatmakdan sýkýldým artýk.,"uzgun"
448,Bir aslan edasýyla kükrüyordu 29 numaralý koltukta uyuyan vatandaþ hepimizi korku aldý ,"korku"
449,Fark ettim de yabancýlarla bir þekilde konuþabiliyorum ama adamlar mükemmel konuþuyor ya hayret bir þey,"surpriz"
450,Ciddi olamazsýn benim çevremdeki herkes bu dizinin manyaðý þaþýrdým doðrusu çok kaliteli bir dizi oysaki ,"surpriz"
451,Ya kýzým mal mýsýn dýþarý çýkýp geziyorsun iþte ne var bunda,"kizgin"
452,Annemden gelen kargonun mükemmelliði ,"mutlu"
453,Bacým senin götün yere yakýn ben senden korkuyorum,"korku"
454,"Bugün de üzerimde Avrupa yakasý huysuzluðu var, karþý yakada daha da agresifim haliyle","kizgin"
455,Escobarý süpermen gibi övüyorsunuz ben þok,"surpriz"
456,Samuru ödüm koptu böbreklerimi býraktým resmen,"korku"
457,Herkes birbirlerinden nefret ediyor ama herkes birbirleriyle samimi.,"kizgin"
458,Vay bitcoin %10 yükseldi yine,"surpriz"
459,Sanki korku filmi izliyoruz ürktüm ya ,"korku"
460,Allah'ým etraf beyinsiz kaynýyor çýldýracaðým ya,"kizgin"
461,yapma iþte þunu yapma mal mýsýn hangi köyün soðanýsýn davar,"kizgin"
462,"Þu an çok sinirleniyorum her gebze haremi gördükçe, daha ne kadar akraba olma arabasý geçecek?","kizgin"
463,Ýnsanýn aciz olduðunu ara ara Rabbimin hatýrlatmasý... ürkütücü bir manzara. ,"korku"
464,bu gece tüm kankalarýmý kaybettim hüzünlüyüm elleþmeyin ,"uzgun"
465,"Bilinmedik bir hüzün var içimde, bir gariplik. Anladým ki, ya ben fazlayým bu þehirde yada biri eksik.","uzgun"
466,Limonlu diye aldým mentollü çýktý hüzünlüyüm,"uzgun"
467,Sabah sabah yoga ve spor yaptým harika hissediyorum,"mutlu"
468,Sana da nasýl tepki vereceðimi þaþýrdým amk,"surpriz"
469,10 dakika önce uyandým böyle geç kalktýðým zaman harika hissediyorum ,"mutlu"
470,Beni destekleyen herkese teþekkür ederim. Sýcaklýklarýný hissediyorum. Bu kadar güzel yüreðe girmiþ isem kaybetmiþ sayýlmam.,"mutlu"
471,Anneme sevgilim var diyorum ciddi olamazsýn diyor ya ,"surpriz"
472,O kadar mutsuzum ki en fazla bu kadar mutsuz olunabilir,"uzgun"
473,Seni gördüðümde sana inanmýþlýðým aklýma geldikçe kendimden nefret ediyorum.,"kizgin"
474,Çok sinirliyim çok agresifim yaklaþmayýn yanarsýnýz,"kizgin"
475,Örümcek fobim olmasýna raðmen oturdum örümcek korku filmine bakýyorum ,"korku"
476,Tek kelime ile muazzam ve bir o kadar ürkütücü ,"korku"
477,Sosyal medya dedikodularý o kadar çok baymaya baþladý ki artýk aðýz dolusu küfür edeceðim yeter,"kizgin"
478,Of çarþamba güçlü diziler var star gerizekalý mýsýn,"kizgin"
479,Çok þey istiyorum ama sonu hep fiyasko MUTSUZUM,"uzgun"
480,PDR'nin eðitimdeki iþlevine siz inanmazsanýz kim inanacak. Þaþkýnlýk verici ,"surpriz"
481,Sýkýlaþma olduðu halde nasýl kilo aldým þaþýrtýcý tartýnýn yanlýþ tarttýðýna kendimi inandýrmak istiyorum kýsa zamanda o kadar kilo almam herhalde,"surpriz"
482,Ne yapsam olmuyor gözüm. Terketmiyor bizi hüzün... ,"uzgun"
483,"Bir anlýk triple sohbet grubundan çýktým, piþmaným","uzgun"
484,Sýnava dört ay kaldý endiþeliyim biraz bu daha da artýrýyor,"korku"
485,Ýhtimallerden yoruldum olmucaksa olmasýn artýk,"uzgun"
486,Teþekkür ederim iltifat gibi söylediniz hoþuma gitti,"mutlu"
487,"Bakýn bu hiç hesapta yoktu..:) kabul etmemeniz þaþkýnlýk verici, takibi býrakmamýn mümkünü yoktur :)","surpriz"
488,"Kardeþime asphalt oynasýn diye bilgisayarý verdim, piþmaným.","uzgun"
489,"Birþey anlatýrken ""ben demiþtim ama"" diyip duranlara sinir oluyorum. Ama ayný þey karþý tarafa olsa hiç çekinmem söylerim.","kizgin"
490,Arkadaþlarýma e okul fotoðrafýmý atýyorum ve dalga geçiyoruz eðlenceli,"mutlu"
491,haklýsýnýz çok eðleniyoruz ,"mutlu"
492,Sinirden köpürdüm allah kahretsin sizi ,"kizgin"
493,Sürekli acýkýyorum yemek yemekten býktým artýk,"uzgun"
494,Ben býktým tükendim artýk yeter bu acýlardan ,"uzgun"
495,Kendilerine muhalefet etmeye baþladýlar... ürkütücü... ,"korku"
496,Bursa'dan facia haberi! Fabrikada patlama!... Ölü ve yaralýlar var,"korku"
497,Uyku düzenimin düzensizliðinin düzenliliðine þaþtým kaldým vallahi,"surpriz"
498,Kel fobim var uzak dur,"korku"
499,Çantamda en esneyen terliðimle dýþarý çýkýp doðru durmayan kim varsa aðzýna aðzýna vurmak istiyorum.,"kizgin"
500,Millet ne der' diye düþünenlerden nefret ediyorum ,"kizgin"
501,Esra Erolu çileden çýkartan þalvarli gelin adayý kadar agresif hissediyorum,"kizgin"
502,"Boþ zamanlarýnda ne yapýyosun diye sorsalar düþme videolarý izleyerek eðleniyorum derim, bak yazarken bile eðlendim","mutlu"
503,Abi takibe aldin bir irkildim tedirgin oldum. Takibe aldýklarýn çok yaþamýyor nota mý vericen pike mi yapýcaksýn bana,"korku"
504,Rüyamda ders çalýþmak zorundaydým. Rüya deðil kabus adeta.,"korku"
505,Ýnstagram 846 oldum 10 gün olmadan teþekkür ederim takip edenlere,"mutlu"
506,Beni yormadan kendi davranýþlarýnla boþ bir insan olduðunu gösterdiðin için teþekkür ederim,"mutlu"
507,"Sen benim gülen yüzüm, mutluluk kaynaðým, hayatým, iyi kim, huzurum","mutlu"
508,Þimdi baþka þeylere de sinirlendim bacaðým aðrýyor ona da sinirlendim çok sinirliyim,"kizgin"
509,Doktorum günde sadece bir saat sosyal aðlara gireceksin dedi ben þok. Doktor dedim benim stalk günde bir saat sürüyo sen ne diyorsun doktor þok ,"surpriz"
510,Ben dondum kaldým sonra baðlantý kesildi Beynim uyuþtu sanki bir hayalet gördüm gibi oldu,"surpriz"
511,"mutlu" Pazarlar sýnav haftam olmasýna raðmen ben didimle de mutluyum :))) ,"mutlu"
512,"Bu kimya deneyi sonucunda, meydan çýkan görüntü çok þaþýrtýcý... ","surpriz"
513,Farkettim de son 5 gündür falan tweetlerimde vize kelimesi göze çarpýyor. Çok yýprandým.,"uzgun"
514,"Not görmekten, sýnava girmekten öðk geldi. Her gün robot gibi ayný þeyleri yapmaktan býktým artýk kuscam ","uzgun"
515,yýllanmýþ sevdalarýmý çýkartsam mahzenden sen bile inanamazsýn wow oha dersin,"surpriz"
516,Mesela bana sürpriz yapýp lahmacun hediye alabilirsin,"surpriz"
517,Sigarayý býraktýðýmdan beri mutfak ve spor algýlarým deðiþti. Sinirleniyorum,"kizgin"
518,Bugün çok mutluyum takýmým yendi fragmaný çok beðendim,"mutlu"
519,"Hayatýmdaki güzel insanlar için teþekkür ederim Allah'ým, kaktüsün üstündeki çiçekler gibiler","mutlu"
520,Hangi birinize cevap vereceðimi þaþýrdým ,"surpriz"
521,geçen yine yatýyorum iþte ama bir eðlendim varya anlatamam,"mutlu"
